text,target
gunman kill four bus attack suspect gang member kill four people wound,1
ever see president kill wound child man crash sister plane send god,0
one man fatally shoot another wound street buffalo,1
general audience wound family world see,0
description wound cat excite,0
love weapon wound generation,0
wound carry back brother sister enter air ship go back,0
police officer wound suspect dead exchange shot police officer,1
police officer wound suspect dead exchange shot,1
police officer wound suspect dead exchange shot news,1
police officer wound suspect dead exchange shot,1
police chief assure crowd shoot would investigate,1
police officer wound suspect dead exchange shot police officer wound suspect kill,1
liable sound like wound animal sex good,0
officer wound suspect kill exchange gunfire police officer wound suspect kill,1
police officer wound suspect dead exchange shot,1
officer wound suspect kill exchange gunfire police say officer wound,1
serve veteran vet physical wound many invisible one client,1
police officer wound suspect dead exchange shot pol,1
news police officer wound suspect dead exchange shot news,1
national free root beer float day tomorrow help support wound warrior project donation,0
small bag bottom wound hero shake bean fall surprise shake pouch,0
officer wound suspect kill exchange gunfire,1
police officer wound suspect dead exchange shot police officer wound suspect kill,1
gunshot wind one ten wound area trial,1
get think salt wound rub,0
like salt wound dad,0
read unhealed wound unending conflict end occupation end conflict free,1
would become mirror reflect private wound desire,0
study conduct skim population suffer psychiatric disorder conflict,1
equally scar cause somehow start heal fill wound think permanent,0
gunshot wind wound area trial,0
white bruise easily ur bullet wound,0
help love suffer wound today,0
crack path wipe morning beach run surface wound leave elbow right knee,0
say four ten bullet wound rapidly lethal trial,1
post pic wound please,0
puncture wound,0
wound kiss someone doe see disaster soul rather crack pour love amaze,0
vault could take look wound youd like go one place first,0
cut post wound,0
time heal wound come belly button stay,0
think surgical wound heal weather aint help either,0
shoot wound woman teen,1
always friendship kiss show neither always show wound show bishop,0
keep scroll find say seem exact start point wound run deep,0
open old bake shape wound soon soon,0
glad gay heal wound,0
court back session testimony continue examiner discuss gunshot wound trial,0
upper arm icicle projectile leg various wound girl look like miniature,1
explosion strip kill four wound cause unknown via,1
sure cover head wound scab solution,0
man gently dab cotton rag across one wound pain lot worse ever,0
crawl skin wound,1
driver ram car soldier wound military driver ram car group soldi,1
sorrower fresh wound old scar death metal,1
say many wound could fatal rather quickly slow couple lethal trial,0
star buck boy wreck septic tank,0
car wreck,1
wreck,0
season new girl emotional train wreck want cry laugh eat lot ice cream,0
wreck wreck wreck wreck wreck wreck wreck wreck wreck wreck wreck wreck wreck,0
drink much lose touch build ship wreck,0
wreck suck read vine description,0
gazette owner charge wreck,1
many car cyclist wreck go past scratch pedal ban,0
large ship wreck fish tank ornament sale large ship wreck fish tank aqua,0
design decision let make something fresh beautiful wonderful wreck odd,0
wreck sale,0
rank florence machine ship wreck music tube,0
sunset boy wreck bed original gimp label vinyl,1
debate highly watch show tonight even among progressive watch hop spectacular flame wreck trump,0
anyone know fox news tonight republican debate want watch train wreck,0
uncle wreck,0
first wreck today glad could lot worse happy lord today,0
emotional wreck right,0
emotion train wreck body train wreck wreck,0
act age mess everyone wild fun video wreck,0
wreck,1
debate drink game anyone look bite fun watch train wreck,0
wreck road blockage woodward avenue northbound,1
get car wreck car front put blinker really doe feel great outside,0
think take emotional wreck watch summer fate,0
court system truly break indeed surprise base run,0
man die wreck,1
trap team flip wreck character pack sale,0
stag locomotive wreck could possibly go wrong,0
still see point freeze sequel like wreck ralph sequel,0
still need finish lover watch drama hour emotional wreck lover need wait,0
god cain die emotional wreck,1
lynch one hilarious watch like train wreck ombudsmanship,0
nervous wreck,0
prime day quick magnificent train wreck,0
emotional wreck watch,0
wreckage conclusively confirm investigator family,1
wreckage confirm part miss flight vice news,1
wreckage conclusively confirm investigator family,1
victim family furious media tell wreckage confirmation first,1
wreckage conclusively confirm investigator family,1
high probability aircraft wreckage accord deputy prime news,1
wreckage conclusively confirm investigator family,1
wreckage conclusively confirm investigator family,1
piece wing wash ocean island beach last week part wreckage,1
piece wreckage flight confirm island possible science,1
confirm wreckage belong,1
wreckage conclusively confirm investigator family,1
wreckage conclusively confirm investigator family,1
plot roll eye relative victim say reunion island wreckage plant,1
wreckage conclusively confirm investigator family,1
wreckage conclusively confirm investigator family,1
wreckage conclusively confirm,1
relate news plane wreckage find part miss prime world,1
prime minister say reunion island wreckage via,1
wreckage conclusively confirm investigator family,1
first piece wreckage lose vanish back early march along people board,1
wreckage conclusively confirm investigator family,1
piece wreckage flight confirm island possible science,1
wreckage conclusively confirm investigator family,1
wreckage conclusively confirm investigator family,1
wreckage,1
check confirm plane wreckage flight,1
piece wreckage flight confirm island possible science,1
wreckage conclusively confirm,1
wreckage conclusively confirm investigator family,1
wreckage conclusively confirm,1
wreckage conclusively confirm investigator family,1
wreckage conclusively confirm,1
wreckage conclusively confirm investigator family,1
wreckage conclusively confirm investigator family,1
wreckage conclusively confirm investigator family,1
wreckage conclusively confirm investigator family,1
wreckage conclusively confirm miss flight via,1
